id_str,username,screen_name,created_at,friends_count,followers_count,favourited_count,statuses_count,full_text,description,text_created_at,text_favourites_count,text_retweets_count,label
1.31E+18,KtkungTmnSndiri,Kediri,Fri Sep 18 17:00:59 +0000 2020,1141,1124,2462,7055,@OposisiCerdas Lembaga riset sudah habis diacak-acak BRIN. BRIN ada itu sebenernya cuma akal²an biar si mbok de punya jabatan baru.,"Rezeki, jodoh, dan maut semuanya sudah tertulis bahkan sebelum kita lahir. Jadi apa yang perlu dikhawatirkan?",Sat Jul 16 23:18:18 +0000 2022,3,0,0
1.47E+18,DarjatSaputra10,Darjat Saputra,Tue Dec 21 13:53:43 +0000 2021,298,197,3069,839,"Kebangetan banget kalau gak ditangkap.... 

#TangkapAbuJanda
#TangkapAbuJanda 
Viral Abu Janda Posting Video Anies Soal ACT, Diduga Hasil Editan https://t.co/QitDbXVsGg",santuy,Thu Jul 07 16:36:12 +0000 2022,0,0,0
528187589,fryn,W⃣ O⃣ N⃣ G⃣ D⃣ '⃣ C⃣ O⃣ C⃣ O⃣,Sun Mar 18 05:37:52 +0000 2012,3280,2459,26767,11912,"#TangkapAbuJanda 
#TangkapAbuJanda  perusak bangsa https://t.co/orgVkh8eqQ","حَسْبُنَا اللهُ وَنِعْمَ الْوَكِيْلُ
نِعْمَ الْمَوْلَى وَنِعْمَ النَّصِيْرُ
NU_ASWAJA

🚫Akun 🐸 & pengikutnya
🚫Akun Porno & pengikut nya
🚫Akun yahudi",Thu Jul 07 15:05:22 +0000 2022,1,1,0
230058779,dedetse,🇰🇼d2t🇮🇩,Fri Dec 24 04:17:33 +0000 2010,328,123,10354,3374,semoga penegak hukum cepat #TangkapAbuJanda,,Thu Jul 07 17:46:21 +0000 2022,0,0,0
252415154,Ronnie_Rusli,Ronnie H. Rusli. MS. PhD.,Tue Feb 15 04:15:35 +0000 2011,1636,72488,3708,115889,"Ini jaman Research Orba masih berambisi menjadi No 2/3 di Asia. Semua negara2 ASEAN lewat ada LAPAN, BATAN, LIPI, Puspitek, LEN., IPTN (PM Margareth Thacher dr Inggeris kagum saat mengunjungi). Semua sdh hancur sekarang lebur sana-sini ganti Mulya BRIN Ketuanya Prof. DR. Mega https://t.co/R21tDy7yRz",Dosen UI. Kemenko Maritim (Eselon1 2015-16). Kemenko Ekuin (Eselon2 1990-3). Tim Tarif Depkeu (1991-3). Fraksi TNI/Polri & FPD DPR-RI (Penasehat Fraksi 1999-08),Thu Jul 14 07:03:59 +0000 2022,323,129,0
1.10E+18,RahmanurY,Rahmanuryadi Marlim,Mon Feb 18 13:43:47 +0000 2019,1341,914,55413,16998,@AyahSyafar Waduh. Boss BRIN yg cemerlang otaknya bukan ruang kerjanya.,"berbohong dan korupsi adlh dosa besar😪no porn+no lgbt+no JIL😡
Spesialis retweet 🙂",Sat Jul 16 11:34:27 +0000 2022,1,0,0
3221344050,JinwsouI,𓃠,Wed May 20 12:51:12 +0000 2015,67,31,448,4386,"@RahasiaDikitGPP udah kok brin jadinya lewat hp :""""""",a living cat 😾,Sat Jul 16 02:59:59 +0000 2022,0,0,0
76601287,angkvgadang,txtdari#ExGerohombolahanSihiberahat™,Wed Sep 23 09:24:41 +0000 2009,3170,8333,236,233535,"Mantahap nih heisteikh.....

#TangkapAbuJanda","Tukahang Pakahang, 
Supir Sewa, 

BP 33 **

#SJWBakwan

Majuhu Paruik Tahasangkuik, Munduhur Kakihi Sayuihik...


Tak Senahang Telpon Sahaja Nyet! 081243400276",Thu Jul 07 14:19:10 +0000 2022,2,0,0
1.40E+18,Artupz4,Artupz,Wed May 26 13:18:36 +0000 2021,305,119,17424,36,"@myputun Sudah terbukti menghianati rakyat.

#TangkapAbuJanda 
#TangkapAbuJanda",Berbuat baiklah,Fri Jul 08 02:48:11 +0000 2022,0,0,0
8.76E+17,azumi_tsuyoshie,🇾 🇺 🇲 🇮,Sat Jun 17 21:19:29 +0000 2017,2140,12525,45931,35717,"Si abu gosok janda si paling kebal hukum 
Anehnya negri ini 

#TangkapAbuJanda https://t.co/WYZhEcKz6R",好きではない人もいますが、私たちは誇りを持って自分自身を尊重しなければなりません。 彼らは私たちのようになることができないので、時々他の人が嫌いです。 感謝する.sundanese_japan,Thu Jul 07 20:30:57 +0000 2022,7,2,0
1.51E+18,Yudi_Rossih2,⚔️يودي_روسيه ٢⚔️,Tue Mar 29 16:18:47 +0000 2022,2159,1943,14668,11492,"@mohtahid Yakin 1000% ..
InshaAllah..

#KM50RekayasaPenguasa 
#KM50RekayasaPenguasa","#GakFollowPorno
⛔🐸  ⛔Syiah  ⛔A_Nus ⛔JAnCuK 
بِسْمِ اللَّهِ تَوَكَّلْتُ عَلَى اللَّهِ لاَ حَوْلَ وَلاَ قُوَّةَ إِلاَّ بِاللَّهِ الْعَل",Sun Jul 17 15:39:35 +0000 2022,3,1,0
3224152333,Aba_Mecca,Ahmad Rifaie,Sat May 23 10:04:32 +0000 2015,278,388,9293,11118,"Jangan  berharap polisi #TangkapAbuJanda meski sering sebar HOAXS, krn abu Janda dan Densi posisinya*lbh tinggi"" dr polisi","salah satu cita² terbaiku adalah bisa berhaji & umroh, smoga Allah ijabah..aamiin",Thu Jul 07 14:21:24 +0000 2022,0,0,0
345804029,nugroho1980,nugroho,Sun Jul 31 05:59:10 +0000 2011,113,50,12081,2039,@HisyamMochtar Mungkin tagar ini tdk berarti namun Allah maha tahu siapa yg pro dan kontra kejahatan #TangkapAbuJanda,think then do it,Thu Jul 07 22:53:21 +0000 2022,0,0,0
1.41E+18,AzisPra23367078,Azis Prasetyo,Sat Jul 03 22:50:05 +0000 2021,35,0,64,106,Rakyat Rasakan Kemajuan JAKARTA !!,Selalu ada,Sun Jul 10 05:06:32 +0000 2022,0,0,0
988902782,Masigit17,Masigit17,Tue Dec 04 14:39:44 +0000 2012,269,239,14514,7003,"@Thisiswow_ Colek stake holder di pmerintahan +62 project food estate itu idealnya modernisasi sektor pertanian dng support terbaik negara utk bisa swasembada bahkan ekspor pangan. 
Dengan technology dari pembibitan, olah lahan hingga panen bahkan pemasaran. @kementan @brin_indonesia","Wong Cilik, Pengharap Ampunan dan SyurgaNya. #GaFollowPorno",Sun Jul 17 10:06:55 +0000 2022,1,0,0
2155783686,akartiasa,AGUS KARTIASA,Fri Oct 25 23:27:25 +0000 2013,1173,529,10825,16702,"@ekowboy2 Ayo bantuin dong gimana cara jelasin Ke para BURUH di DKI Jakarta. Bahwa kenaikan gajinya itu gak PANTAS. 

Lebih baik untuk perbaikan ruangan kepala BRIN 
@GunRomli @Dennysiregar7 @_ekokuntadhi @Giring_Ganesha",,Sun Jul 17 04:45:04 +0000 2022,0,0,0
1284427705,ardiantosyapawi,ardianto syapawi,Wed Mar 20 22:21:46 +0000 2013,730,367,1760,1956,Bubarin act n brin ? Mana yg lbh berhak ? https://t.co/teUlc5vgIM,,Sun Jul 17 13:59:21 +0000 2022,0,0,0
1.26E+18,callMBkill,callmbkill,Thu May 14 08:11:15 +0000 2020,409,69,193,340,@Hasbil_Lbs @myputun @brin_indonesia Karna dia dpat momen nya,Baik hati dan rajin menabung,Sun Jul 17 06:36:17 +0000 2022,1,0,0
1.35E+18,twuicei,Dinie 🌻,Thu Jan 14 06:19:51 +0000 2021,6677,6239,13523,23171,"Kebijakan KUR mampu tingkatkan lapangan pekerjaan, sekaligus mendorong UMKM naik kelas. Badan Riset dan Inovasi Nasional (BRIN) dlm risetny memperkirakan penyaluran KUR melalui BRI memiliki kontribusi besar dlm menyerap 32,1 juta lapangan kerja.

#BangkitBersamaET https://t.co/2s9Zj0oAf0","Pro NKRI 🌻
#Gasri
#PenikmatDramaKorea",Sun Jul 17 05:01:10 +0000 2022,14,10,0
380995786,Arickkingking,Kingking,Tue Sep 27 15:38:32 +0000 2011,272,17,1203,462,@UyokBack @DivHumas_Polri @ListyoSigitP #TangkapAbuJanda  Polisi Presisi,Laki-laki yang menjunjung tinggi Pancasila dan Dasadarma Pramuka...,Fri Jul 08 02:34:15 +0000 2022,0,0,0
8.90E+17,el_montesqiu,Netizen114,Tue Jul 25 15:46:45 +0000 2017,865,388,44661,11804,@tvOneNews Selamat menikmati tempat tidur barunya buk ketua BRIN,,Sun Jul 17 14:25:59 +0000 2022,0,0,0
8.13E+17,ijun_63,Chain Marfai,Sat Dec 24 22:26:12 +0000 2016,5001,1933,12373,11127,@Hasbil_Lbs @cantcoet @brin_indonesia Capaian nya menghabiskan uang negara.,Jangan paksakan diri menjadi bermanfaat bagi orang lain. Padahal tidak memiliki kapasitas untuk itu.,Sun Jul 17 02:40:46 +0000 2022,1,0,0
8.54E+17,radaraktual,radaraktualdotcom,Mon Apr 17 01:31:29 +0000 2017,23,1902,9,30161,Viral! Renovasi Ruang Kerja Megawati di BRIN Telan Biaya Rp.6 Miliar https://t.co/LNRb8ViHG5,Portal Berita Terhangat Seputar Politik dan Olahraga,Sat Jul 16 23:04:30 +0000 2022,5,2,0
4645125733,andrian079,Single-Touring,Thu Dec 24 19:59:04 +0000 2015,236,35,82,661,"@tvOneNews Peliharaan yg kerjaannya adu domba..
Pesimis tersentuh hukum krn dibawah ketiak kakak pembina

#TangkapAbuJanda","Lelaki biasa dengan hobby sederhana Single Touring dan Fishing, Menjalani kehidupan dgn pemikiran dan realistis...",Fri Jul 08 02:22:52 +0000 2022,0,1,0
2271154418,min4max15,Aldedaran,Wed Jan 01 04:26:33 +0000 2014,0,74,245,1243,Jangan pakai blangkon dong. #TangkapAbuJanda,biologi,Fri Jul 08 00:59:06 +0000 2022,0,0,0
1.31E+18,agusjabo333,AGUS JABO PRIMA,Thu Oct 08 07:18:48 +0000 2020,226,4142,8077,3415,"Wow, kata tukang bakso,
Viral Renovasi Ruang Kerja Megawati di BRIN Mencapai Rp6 Miliar https://t.co/N3YQzRAdEn",MenangkanPancasila!,Sat Jul 16 09:24:12 +0000 2022,30,19,0
1.51E+18,CebonkDungu,BESSERRP JAHANAM,Fri Mar 25 14:56:11 +0000 2022,208,147,8498,3237,"@PanciB0zz @B_n1ng17 @baronko_chole @SatriaMaul2022 @emprosay Up.....
Sepertix
#KM50RekayasaPenguasa
#KM50RekayasaPenguasa",Besserrp adalah benalu Bangsa Indonesia,Sun Jul 17 15:10:29 +0000 2022,0,0,0
1.23E+18,PabloHerlambang,Henry Setiawan Herlambang,Mon Mar 02 06:52:55 +0000 2020,2395,1232,69610,48137,"Ini seharusnya Bukan Delik Aduan.
Karena melawan Pluralisme Negara dan Kebhinekaan
#TangkapAbuJanda https://t.co/XT802pB5b2",Excelent,Fri Jul 08 01:42:49 +0000 2022,0,1,0
2298840092,Thavit_Amoura,BORJOU,Sun Jan 19 02:36:20 +0000 2014,4631,9083,15210,20660,"Masa iya pak @ListyoSigitP ga berani memberikan perintah untuk segera #TangkapAbuJanda karena selalu menyebarkan fitnah demi cuan?
Lebih hebat abu janda donk?! https://t.co/bznkK1MclO","Bukan artis,
Hanya orang biasa yang ingin menjadi baik.
#Dende With💞",Thu Jul 07 23:47:10 +0000 2022,6,1,0
1.38E+18,Djambronk_YK,Djambronk,Sat Apr 10 07:23:19 +0000 2021,367,254,7433,5431,"Gak yakin sih diproses tapi kudu di viralkan #TangkapAbuJanda 
#TangkapAbuJanda https://t.co/czeF6bUfJP","Selama situ masih Waras, bukan Buzerrp stress ... 💯 Saya Follow",Fri Jul 08 01:23:50 +0000 2022,0,1,0
2486224033,FirmanhoJR,Firman,Sat May 10 00:45:12 +0000 2014,188,70,7254,1907,@detikcom Brin ini kerjanya apa?,,Sun Jul 17 15:11:07 +0000 2022,0,0,0
1.54E+18,Ngolemar,Sulaya,Fri Jun 10 05:06:37 +0000 2022,70,10,266,319,"@Lia_kurus2 @S1LOKA Si abu janda fitah anies suruhan majikan yang masih dendam kesumat 

#TangkapAbuJanda 
#TangkapAbuJanda",.,Thu Jul 07 14:59:35 +0000 2022,2,0,0
1.38E+18,PagiEnam,NKRI,Thu Apr 15 10:36:00 +0000 2021,574,550,17,778,"BRIN mencatat, sebanyak 99 persen nasabah KUR BRI merasa puas dengan layanan dari bank dengan jejaring terluas di Tanah Air tersebut. Bahkan, 96 persen responden merekomendasikan orang lain untuk mengakses KUR BRI.

https://t.co/JqoXjjNITG

@jokowi",apa yah...,Fri Jul 15 07:06:04 +0000 2022,0,0,0
1.53E+18,Andisuraman,Andi Suraman,Fri May 27 04:00:58 +0000 2022,79,32,46,340,@puanmaharani_ri sosok pemimpin pemersatu bangsa,,Tue Jul 19 03:26:35 +0000 2022,0,0,0
1.34E+18,konoha2022,konoha2022,Sat Dec 12 11:00:34 +0000 2020,676,102,9931,10285,@KRMTRoySuryo2 bukti hoaks sudah terang benderang gini polri masih nggak #TangkapAbuJanda ? apakah #PolriTakutAbujanda ?,,Thu Jul 07 20:16:22 +0000 2022,0,0,0
1.53E+18,AssaliaGracia,Assalia Gracia Cahyadi,Tue Jun 07 16:55:04 +0000 2022,35,15,3,52,"Jokowi menyampaikan ucapan selamat Hari Bhayangkara atau hari ulang tahun ke-76 Polri saat menjadi inspektur upacara peringatan Hari Bhayangkara di Semarang, Selasa (5/7/22).

Follow @AssaliaGracia 

#TangkapAbuJanda #AdaApaDenganGojek #videnistmenggeboi  #SikatGigiBareng https://t.co/nzEjLPe3ac",be kind please,Fri Jul 08 01:49:27 +0000 2022,0,0,0
99230386,miftahspara,M Miftahul Firdaus,Fri Dec 25 06:09:47 +0000 2009,338,126,5490,9886,@pakaipeci Mungkin perlu dibuat balihonya #PolriTakutAbujanda dan #TangkapAbuJanda untuk menguji apakah balihonya akan dicopot atau tidak.,An Engineer; Beauty of History,Fri Jul 08 02:51:10 +0000 2022,1,2,0
201344280,hepipurwana,HP Purwa,Mon Oct 11 16:59:39 +0000 2010,4058,2280,63880,46888,"Hukum dikebiri!...
#TangkapAbuJanda 
#TangkapAbuJanda https://t.co/wCHSHnVzRZ",Talkless  Do More,Fri Jul 08 00:22:25 +0000 2022,1,0,0
819038263,CIFOR_hutan,CIFOR (Bahasa),Wed Sep 12 07:17:56 +0000 2012,904,7572,2185,18393,"🌱 #ICYMI #KabarHutan: Bioenergi Membantu Memulihkan Lanskap dan Mata Pencaharian.

📚 Buku terbaru CIFOR-@ICRAF mengkaji penelitian produksi #bioenergi di Indonesia | https://t.co/dK77t043D9

@BaralHimlal @ForestsMatter @nifos_news @brin_indonesia",Pusat Penelitian Kehutanan Internasional. Dunia berkeadilan. Kehutanan dan bentang alam berperan meningkatkan kualitas lingkungan hidup dan kesejahteraan.,Thu Jul 14 08:00:05 +0000 2022,1,0,0
60115143,masyoko,Rakjat Jelata,Sat Jul 25 18:21:22 +0000 2009,1938,1626,26874,11577,"Dah gak ad alasan lain @DivHumas_Polri utk tdk
#TangkapAbuJanda klo benar2 hukum n presisi berjalan.. https://t.co/fg2XLGx16M",Bismillah,Thu Jul 07 22:43:01 +0000 2022,0,0,0
41524566,khoiriali,Mencari Kebenaran,Thu May 21 03:54:24 +0000 2009,2160,681,24221,13911,@HukumDan @TosoKLA Saya juga ikut lambungkan #TangkapAbuJanda,"Setelah pelantikan baru akun dilepas oleh pencengkeram.. siapa?-Akun ini di batasi, dibuat unfollow all, siapa gerangan yg berbuat?  l Disiplin, hones, friendly",Thu Jul 07 17:29:41 +0000 2022,2,2,0
109436118,mrahmatono,Warok Suro Mudo,Fri Jan 29 01:45:24 +0000 2010,775,862,65853,41202,"@Hasbil_Lbs @brin_indonesia Sementara itu ACT yg duitnya Umat ehh rame2 di bekukan 
... eee malah ini ada kek gini emang di BRIN kerjane opo sih",,Sun Jul 17 17:25:18 +0000 2022,0,0,0
1056518809,surono924,surono,Thu Jan 03 00:51:05 +0000 2013,67,11,191,934,#TangkapAbuJanda...penyebar hoaxs,,Fri Jul 08 02:24:29 +0000 2022,0,0,0
1.05E+18,iyzunk,Iyzunk,Mon Oct 22 14:22:22 +0000 2018,2307,2266,8605,11926,"@Mdy_Asmara1701 Sekuat apa engkau.... wahai abu janda

#TangkapAbujanda",,Thu Jul 07 21:56:35 +0000 2022,0,0,0
258282706,Ibam103209,hilmi ulwan,Sun Feb 27 10:44:03 +0000 2011,1214,890,17371,7986,"@ZeroDemoCRAZY @ListyoSigitP #TangkapAbuJanda 
#TangkapAbuJanda 
Apakah hukum Negara kalah sama orang ini..?????
Colek @ListyoSigitP","#jadikanlah sabar dan sholat sebagai penolong mu..
dan lihat lah kebenaran dan kesalahan dengan hati..jangan dari rasa benci..",Fri Jul 08 03:13:02 +0000 2022,0,0,0
4189540274,PusyantekBRIN,BLU PUSYANTEK BRIN,Tue Nov 10 11:00:31 +0000 2015,127,742,769,1020,"Mitranovasi,berikut merupakan dokumentasi penandatanganan kontrak kerjasama penyusunan dan penetapan DLKr-DLKp pelabuhan Teluk Sabang yang ditandangani oleh PPK Pelayanan Perizinan dan Pelayanan BPKS Zulkarnaini SE MM Tr dan Plt Kepala Pusyantek BRIN Dr Yenni Bakhtiar, MAg Sc IPU https://t.co/y6oY3V662c","“Your Partner on Technology Innovation Services” | Badan Layanan Umum - Pusat Pelayanan Teknologi BRIN | Gd. B.J. Habibie, Lt. 8 Jl. M.H. Thamrin No.8, Jakpus.",Fri Jul 15 10:54:17 +0000 2022,4,0,0
1.54E+18,DanyIrjayanto,Dany Irjayanto,Fri Jun 24 04:46:49 +0000 2022,30,2,34,69,@detikcom Mungkin ini wujud dari riset BRIN terkait kenikmatan hidup yg berbanding terbalik dgn prestasi kerja !! 😅,"Sangat menyukai lawan jenis, tapi sulit, karena saya orangnya pemalu dan cenderung minder, karenanya sampai saat ini saya masih jomblo.",Sun Jul 17 16:18:20 +0000 2022,0,0,0
1.23E+18,dimashadi04,Suparmanto Hadi,Mon Mar 02 16:26:53 +0000 2020,589,136,2595,445,Apa sih susahnya menangkap manusia seperti ini #TangkapAbuJanda,,Thu Jul 07 22:21:30 +0000 2022,0,0,0
1.38E+18,Poetri_srikandi,S̢̼̼͖̺͖ͪṛ̣̬̫̍͌ͩ͟i̧̻̻͉̜͑ͪ̾͟k̼̼̞̦̞̼̔a͔͔̜̗̦ͩ̅̎n̫̫̘̗͕,Fri Apr 09 07:46:54 +0000 2021,1333,1282,1168,10780,"Pembangunan hunian vertikal tersebut sangat bermanfaat dan menjadi hunian layak bagi peneliti BRIN

#PastiIndonesiaMaju https://t.co/zCFnnNGCri",ᕦ( ͡͡~͜ʖ ͡° )ᕤ( ✧Д✧) YES!!,Sat Jul 16 00:58:17 +0000 2022,0,0,0
61673817,cungacung,syamsul wahab,Fri Jul 31 02:57:44 +0000 2009,581,449,452,7492,"Bisa meser tanah sareng ngabangun PAUD di 30 RW atawa mang mayarkeun SPP 10.000 budak PAUD satauneun.

Viral Renovasi Ruang Kerja Megawati di BRIN Mencapai Rp6 Miliar https://t.co/LX1ag2IXcJ",tukang neukteuk boeh▪tukang ngitung eusi koropak masigit ▪tukang macul di bursa▪tukang teuing,Sun Jul 17 15:16:55 +0000 2022,0,0,0
1.19E+18,voidotid,VOI.id,Wed Oct 23 10:05:17 +0000 2019,11,24357,454,134778,Sekjen PDIP Hasto Kristiyanto merespons soal kabar perbaikan ruang kerja Ketua Dewan Pengarah BRIN Megawati Soekarnoputri yang nilainya mencapai Rp6 miliar. https://t.co/plfyWIw1Jo,Jurnalisme Rasa. Memori. Bernas. Tulisan Seri | Waktunya merevolusi pemberitaan. Ikuti kami! | Instagram: @voidotid,Sun Jul 17 11:35:02 +0000 2022,0,0,0
2853173545,friscadilla_17,Friscadilla17,Sun Oct 12 12:22:25 +0000 2014,1737,3473,11773,3923,"Ya Allah.. 🤲 Kuatkanlah kekasih kami, dalam menghadapi segala ujian dan kezolimen ini serta menangkanlah perjuangannya. 🤲

#KM50RekayasaPenguasa https://t.co/d7PN8iHjXs","Berbicara politik sebagai debat kebijakan, bukan kasak-kusuk elit berebut kekuasaan..🥷",Sun Jul 17 13:29:28 +0000 2022,166,45,0
1081389740,tanjaya1958,tri,Sat Jan 12 00:50:09 +0000 2013,555,149,336,2141,@democrazymedia Yg dihasilkan apa yha BRIN ini ?,"Kudus kota kelahiran, Semarang kota tinggalku.",Sun Jul 17 00:19:12 +0000 2022,0,0,0
1.41E+18,akunkelima212,KangenBojo,Fri Jun 18 14:15:50 +0000 2021,4858,10778,61395,70343,"@Rawan_Hamidd Okelah
#KM50RekayasaPenguasa","Dunia Sementara Akhirat Selamanya,No cebi,PL,Akun Gembok #GaFollowPorno",Sun Jul 17 15:41:09 +0000 2022,1,1,0
1.09E+18,ZAKYWANZAKY,Gunturhalilintar,Fri Jan 25 16:34:58 +0000 2019,263,179,9622,7006,@Hasbil_Lbs @brin_indonesia Nggak papa lah tinggal tunggu beberapa bulan lagi. Abis itu di usir saja,```konsekwen dengan aturan yg berlaku ```,Sun Jul 17 11:36:35 +0000 2022,0,0,0
239712409,J_Aryoko,Aryoko,Tue Jan 18 07:30:17 +0000 2011,1540,1577,38423,62124,"@ketut188 @GunRomli Lha kantor kok ada kamar tidurnya segala, padahal rumah juga dekat. Kalo dulu ada ya mosok sekarang perlu tetap ada?
Atau mungkin kalo sedang tidur nyaman, ketua BRIN bisa ngimpi dan terinspirasi ide dahsyat?",#IndonesiaHarusMaju,Sun Jul 17 10:51:57 +0000 2022,0,0,0
1.51E+18,bobjuhaeri09,bob juhaeri,Fri Mar 25 15:55:40 +0000 2022,144,4,1,458,"@HukumDan Bismillahirrohmaanirrohim

#TangkapAbuJanda",,Thu Jul 07 14:30:26 +0000 2022,0,0,0
1.53E+18,SilumanPantura,Silvester Usman,Sat May 14 14:39:45 +0000 2022,163,261,1889,1277,"VIRAL Abu Janda Edit Video Anies, Warganet NGAMUK: #TangkapAbuJanda

https://t.co/18VBYElZI3 https://t.co/poxcs5gyWi",Being alone is a part of our journey,Fri Jul 08 00:27:21 +0000 2022,0,0,0
80893210,ayik_ms,Syaifudin M.,Thu Oct 08 17:07:58 +0000 2009,815,642,3443,21332,@zammirrr Kuliah iseh online mir? Iki tugas belajar apa ijin belajar statusnya dari BRIN?,,Sat Jul 16 11:58:32 +0000 2022,0,0,0
1.47E+18,sewu_nuwun,Nuwun_sewu,Tue Dec 21 08:28:07 +0000 2021,118,71,2023,1256,"Kita tunggu dengan kesabaran yg kelewat batas, apakah ada tindakan dr para aparat hukum mengenai penyebaran video hoax dan memfitnah Anies Baswedan yg di sebarkan manusia rendah si abu janda ini ... 
#TangkapAbuJanda https://t.co/SZKAef7d5z",Berharap menjadi lebih baik lagi,Fri Jul 08 02:47:42 +0000 2022,0,1,0
2287725409,gwabdeeeee,I'm Abdeeeeee🇮🇩,Sun Jan 12 06:20:04 +0000 2014,4189,3010,29585,37645,"Komitmen Menteri BUMN @erickthohir dalam meningkatkan pembukaan lapangan kerja mendapat apresiasi dari BRIN. Memperkirakan penyaluran KUR melalui BRI memiliki kontribusi besar dalam menyerap 32,1 juta lapangan kerja.
#BangkitBersamaET https://t.co/STGoX4xTYA","𝕒𝕓𝕕𝕖𝕖𝕖𝕟𝕖𝕘𝕒𝕣𝕒
NKRI HARGA MATI🇮🇩🇮🇩
No HOAX 
No Provokator 
No Rasis 
No Radikal 
No Kadroen !!
No PORN autoblokir yesss! 

follow IG aku yah 👇🏻",Thu Jul 14 06:14:00 +0000 2022,14,11,0
9.47E+17,teropongmetro,Dyah Permata Haty,Sun Dec 31 14:30:09 +0000 2017,4954,1070,7149,8665,"Pagi Buta Sekjen PAN dan PDIP Gowes Bareng, Bicara Kerja Sama tapi Bukan Koalisi https://t.co/WVnjLQPfBg lewat @Teropongmetro @ZUL_Hasan @66Hasto @DulurKangEddy @DPR_RI @brin_indonesia",wanita solehah,Fri Jul 15 04:00:27 +0000 2022,1,0,0
98034639,belutsambel,KAS NEGARA KOSONG,Sun Dec 20 03:02:48 +0000 2009,929,944,423,2154,"@MNW_MNW_MNW @acuy_maz Apakah ada hubungannya dgn video hoax #TangkapAbuJanda 
Ooh trnyata https://t.co/yGV7C2RUon","富富的国，穷穷的民。
肥肥的党，瘦瘦的众。 
Siap lawan BangsatBangsa, Antek asing aseng, Budakcina, dan para penghianat!!!💪👊",Thu Jul 07 16:17:48 +0000 2022,1,0,0
9.91E+17,yulifauzi08,RizkiYuli,Mon Apr 30 22:03:32 +0000 2018,2745,2878,17572,14648,"@Kepada_H4ti @Ayu_Dira16 Aamiin ya rabb

#KM50RekayasaPenguasa 
#KM50RekayasaPenguasa","Allah SWT, My Mom, My Dad, My Family and My Friends is everything

#GakFollowPorno",Sun Jul 17 13:34:11 +0000 2022,3,0,0
155169715,soloposdotcom,Solopos,Sun Jun 13 10:23:38 +0000 2010,39,65878,2,472531,Fantastis! Rp6 Miliar untuk Renovasi Ruangan Megawati di BRIN https://t.co/XvXxq9Trxj,"Powered by Solopos Media Group
Contact: (0271)724811
https://t.co/ZVjBCUDkPN
https://t.co/MBFyTowpKa
https://t.co/O4CrMfO2wY",Sun Jul 17 13:30:03 +0000 2022,1,0,0
9.23E+17,PresedentBuzzer,QODRUN_قَدْرٌ Anti CebongRp,Wed Oct 25 19:03:02 +0000 2017,675,523,14173,11572,Ketua BRIN😆 https://t.co/rxfA9Z1ZZQ,"Cinta kebaikan, kebaikan standar quran & sunnah",Sun Jul 17 09:57:18 +0000 2022,0,0,0
1.44E+18,P1lotny4Off,💙𝘊4𝘭𝘭 𝘔𝘦 4𝘺4𝘯𝘬💙~™,Sun Sep 19 21:23:43 +0000 2021,2610,2614,12686,4485,"Yuk
Mari Up
#KM50RekayasaPenguasa
#KM50RekayasaPenguasa https://t.co/IBWKcmWy9p","👉🏽𝐅𝐎𝐂𝐔𝐒 𝐎𝐏𝐎𝐒𝐈𝐒𝐈👈🏽

ᒍᘜᑎ ᔕOK KᗴᑭOIᑎ ᘜᑌᗴ🤦 ~𝐀ⁿᵗⁱ 𝐆ʰⁱᵇᵃʰ & 𝐀ⁿᵗⁱ 𝐉ᵘˡⁱᵈ🙂
~𝐔 𝐔𝐍𝐅𝐎𝐋👈🏽👉🏾 𝐆𝐮𝐞 𝐁𝐋𝐎𝐊𝐈𝐑~

#ᘜKᖴOᒪᒪOᗯᑭOᖇᑎ",Sun Jul 17 15:45:26 +0000 2022,9,2,0
1.33E+18,antikodock,___WHO I AM,Tue Dec 01 15:37:10 +0000 2020,630,726,18343,6487,@Hasbil_Lbs @brin_indonesia 6 M. Manfaatnya buat rakyat apa???,❤️ komando Ulama ❤️ Kain Kafan tak berkantung dan berjahit. Hidup beriman mati membawa iman.,Sun Jul 17 01:18:44 +0000 2022,7,0,0
1.40E+18,Mukidi29472866,Mukidi,Sun Jun 06 11:02:32 +0000 2021,525,241,3092,2327,@BosTemlen @ListyoSigitP @DivHumas_Polri Apa mungkin pak @ListyoSigitPrabowo berani #TangkapAbuJanda.,,Thu Jul 07 16:04:56 +0000 2022,0,0,0
615466002,jojoe_gaza,Babeh Na'im,Fri Jun 22 17:53:46 +0000 2012,663,624,201,4715,"#TangkapAbuJanda 
Apakah aparat penegak hukum (kepolisian) mengalami impotensi.??, jika berhadapan dengan abu janda dan kawan., jgn biar derajat buzzer lebih tinggi dari hukum yg ada., banyak kasus yg menyeret nama abu janda, tp tdk pernah terusut dg tuntas., https://t.co/pP5VwfY6ay",Falsafah dlm hidupku | Ku petik dari kebenaran | Kesucian hati seorang manusia | Dari Kesucian itu aku belajar apa yg terbaik dan terburuk |,Fri Jul 08 02:17:12 +0000 2022,0,0,0
3371588112,rawayan78,rawedeng,Fri Aug 28 15:03:46 +0000 2015,1856,613,99405,4605,Jangan kasih kendor #TangkapAbuJanda,"aku hanyalah rakyat biasa.anti politik pecah belah,anti pemecah belah kerukunan umat beragama.anti kekerasan.pendukung kebaikan,nasionalis relegius,aswaja.",Fri Jul 08 02:18:42 +0000 2022,1,0,0
